intl_gross,dom_gross,budget,runtime,num_theaters,num_days,genre,mpaa_rating,release_month,release_year,release_date
53056.719179023945,53056.719179023945,28456597.222222224,122.0,6.0,98.0,Drama,Unrated,Mar,2016,2016-03-04
53835.973784097965,53835.973784097965,28456597.222222224,114.0,7.0,84.0,Drama,Unrated,Oct,2016,2016-10-07
102218.18663622311,102218.18663622311,28456597.222222224,85.0,6.0,105.0,Foreign,Unrated,Apr,2016,2016-04-15
4223856.137529322,67505.10043457066,28456597.222222224,162.0,5.0,122.0,Drama,Unrated,Feb,2016,2016-02-26
142870.92385778236,142870.92385778236,28456597.222222224,114.0,13.0,301.0,Documentary,Unrated,Nov,2015,2015-11-13
8246.004824859276,8246.004824859276,28456597.222222224,92.0,1.0,70.0,Documentary,Unrated,May,2016,2016-05-20
13082.898415462883,13082.898415462883,28456597.222222224,104.0,3.0,84.0,Thriller,Unrated,Aug,2016,2016-08-05
8173830.3246155325,55266.82005108184,28456597.222222224,125.0,11.0,98.0,Drama,Unrated,Aug,2016,2016-08-12
89893.09545138267,89893.09545138267,28456597.222222224,86.0,6.0,76.31803628601921,Documentary,Unrated,Jun,2016,2016-06-17
123317.29657884978,123317.29657884978,28456597.222222224,112.0,10.0,105.0,Documentary,Unrated,Apr,2016,2016-04-22
292699.8606850985,292699.8606850985,28456597.222222224,100.0,27.0,161.0,Adventure,Unrated,Nov,2015,2015-11-06
137902.53250946847,137902.53250946847,28456597.222222224,105.0,55.0,24.0,Comedy / Drama,R,Feb,2016,2016-02-05
268522.1494373081,268522.1494373081,28456597.222222224,105.0,52.0,63.0,Comedy,R,Apr,2016,2016-04-29
9270622.500177078,384899.68842575426,28456597.222222224,118.0,15.0,87.0,Comedy / Drama,Unknown,Mar,2016,2016-03-25
7793.0,7793.0,28456597.222222224,93.0,20.0,7.0,Action Thriller,PG-13,Oct,2017,2017-10-06
12522.0,12522.0,28456597.222222224,105.0,14.0,3.0,Drama,R,Jul,2017,2017-07-14
15126.0,15126.0,28456597.222222224,75.0,2.0,91.0,Drama,Unrated,Nov,2017,2017-11-17
25306.0,25306.0,28456597.222222224,100.0,6.0,37.0,Drama,Unrated,Jun,2017,2017-06-19
22815.0,22815.0,28456597.222222224,90.0,7.0,24.0,Drama / Thriller,R,Oct,2017,2017-10-06
13360765.492339807,7047336.599349186,28456597.222222224,91.0,114.23131782945737,53.0,Thriller,PG-13,Nov,2016,2016-11-11
9295441.197631735,3575180.2972413306,28456597.222222224,132.0,114.23131782945737,39.0,Drama / Thriller,R,Nov,2016,2016-11-25
34156960.0,5874.0,28456597.222222224,85.0,100.0,7.0,Animation,PG,Dec,2017,2017-12-01
3642.0,3642.0,28456597.222222224,83.0,2.0,76.31803628601921,Romance,Unrated,Jan,2017,2017-01-27
1211701.080051832,1211701.080051832,28456597.222222224,102.0,35.0,16.0,Sci-Fi Comedy,PG-13,Jan,2016,2016-01-27
3818727.7449296885,565709.8270588185,28456597.222222224,95.0,43.0,168.0,Drama / Thriller,R,Oct,2015,2015-10-16
316.60409904711116,316.60409904711116,28456597.222222224,101.0,1.0,7.0,Comedy,Unrated,Jul,2016,2016-07-22
75886.60458954421,75886.60458954421,28456597.222222224,107.0,15.0,63.0,Drama,Unrated,Oct,2015,2015-10-30
15129.590720270658,15129.590720270658,28456597.222222224,106.0,2.0,17.0,Romantic Thriller,Unknown,Jan,2016,2016-01-15
78569.90304449454,78569.90304449454,28456597.222222224,110.0,70.0,3.0,Sports Drama,Unrated,Jan,2016,2016-01-29
208131.4494993896,208131.4494993896,28456597.222222224,142.0,29.0,14.0,Comedy / Drama,Unrated,May,2016,2016-05-20
447542.3626810885,447542.3626810885,28456597.222222224,133.0,78.0,28.0,Action Comedy,Unrated,Apr,2016,2016-04-29
5037798.919739934,5037798.919739934,28456597.222222224,158.0,268.0,36.0,Action Comedy,Unrated,Dec,2015,2015-12-17
540064.2934581075,540064.2934581075,28456597.222222224,130.0,147.0,17.0,Romance,Unrated,Feb,2016,2016-02-12
1291273.903177824,1291273.903177824,28456597.222222224,155.0,246.0,28.0,Action / Adventure,Unrated,Aug,2016,2016-08-12
435199.5112586861,435199.5112586861,28456597.222222224,75.0,22.0,163.0,Documentary,Unrated,Oct,2015,2015-10-21
29882.320432320725,29882.320432320725,28456597.222222224,127.0,1.0,14.0,Drama,Unrated,Sep,2016,2016-09-09
34759.04486119155,34759.04486119155,28456597.222222224,129.0,4.0,21.0,Drama,Unrated,Sep,2016,2016-09-09
45205.958826200906,45205.958826200906,28456597.222222224,124.0,13.0,24.0,War Drama,Unrated,Jan,2016,2016-01-29
57754.71548746495,57754.71548746495,28456597.222222224,110.0,5.0,24.0,Drama,Unrated,Apr,2016,2016-04-01
60690.96318024058,60690.96318024058,28456597.222222224,107.0,11.0,38.0,Fantasy,Unrated,Apr,2016,2016-04-15
68482.48792743545,68482.48792743545,28456597.222222224,125.0,15.0,37.0,Action Comedy,Unrated,May,2016,2016-05-11
73304.06196485936,73304.06196485936,28456597.222222224,127.0,6.0,49.0,Comedy,Unrated,Mar,2016,2016-03-11
99553.60568650081,99553.60568650081,28456597.222222224,120.0,7.0,25.0,Comedy,Unrated,Jul,2016,2016-07-14
179445.0755186307,179445.0755186307,28456597.222222224,136.0,28.0,28.0,Action / Crime,Unrated,Oct,2016,2016-10-07
553259.5352635548,553259.5352635548,28456597.222222224,140.0,33.0,42.0,Action Drama,Unrated,Sep,2016,2016-09-23
52267829.1626339,720535.9575051578,28456597.222222224,125.0,36.0,52.0,Drama,Unrated,Dec,2015,2015-12-18
1045148.9404892358,1045148.9404892358,28456597.222222224,115.0,114.0,49.0,War Drama,Unrated,Aug,2016,2016-08-05
501095.4353831347,501095.4353831347,28456597.222222224,119.0,123.0,28.0,Animation,PG-13,Mar,2016,2016-03-04
79608167.37778482,1959271.7852395973,28456597.222222224,118.0,490.0,31.0,Action / Adventure,Unrated,Oct,2016,2016-10-11
269333.4300915124,269333.4300915124,28456597.222222224,80.0,23.0,86.0,Documentary,PG-13,Dec,2015,2015-12-02
26700.959888669913,26700.959888669913,28456597.222222224,120.0,6.0,21.0,Drama,R,Apr,2016,2016-04-01
38570.54969230064,38570.54969230064,28456597.222222224,114.0,6.0,21.0,Drama,R,Sep,2016,2016-09-09
55390.39778006475,55390.39778006475,28456597.222222224,96.0,9.0,25.0,Drama,Unrated,Jun,2016,2016-06-10
82565.24251376002,82565.24251376002,28456597.222222224,104.0,12.0,76.31803628601921,Drama,R,Jun,2016,2016-06-24
152429.5541380043,152429.5541380043,28456597.222222224,93.0,10.0,79.0,Drama,R,Feb,2016,2016-02-03
26683431.255921703,163696.5748499002,28456597.222222224,140.0,10.0,35.0,Drama,PG,Aug,2016,2016-08-26
294628.7106626057,294628.7106626057,28456597.222222224,105.0,35.0,42.0,Drama,R,Aug,2016,2016-08-19
507917.74306582724,507917.74306582724,28456597.222222224,129.0,46.0,76.31803628601921,Drama,R,Mar,2016,2016-03-11
874368.2338397667,874368.2338397667,28456597.222222224,97.0,57.0,154.0,Drama,PG-13,Nov,2015,2015-11-20
1161652.0998137554,48264.76294441412,28456597.222222224,111.0,11.0,35.0,Drama,Unrated,May,2016,2016-05-20
56992.82304266126,56992.82304266126,28456597.222222224,110.0,9.0,70.0,Drama,Unrated,Apr,2016,2016-04-29
1357566.7163041078,1357566.7163041078,28456597.222222224,122.0,93.0,114.0,Drama,Unrated,Feb,2016,2016-02-17
4655.911770041811,4655.911770041811,28456597.222222224,125.0,3.0,84.0,Foreign,Unrated,Dec,2015,2015-12-18
6616.731120552534,6616.731120552534,28456597.222222224,131.0,3.0,91.0,Drama,Unrated,Dec,2015,2015-12-11
35580.184037431914,35580.184037431914,28456597.222222224,130.0,5.0,121.0,Comedy / Drama,Unrated,Oct,2015,2015-10-07
12679.13778336575,12679.13778336575,28456597.222222224,125.0,3.0,98.0,Drama,Unrated,Dec,2015,2015-12-04
43607.546800440476,43607.546800440476,28456597.222222224,82.0,5.0,126.0,Documentary,Unrated,Oct,2015,2015-10-23
10550.065623085993,10550.065623085993,28456597.222222224,120.0,1.0,42.0,Crime Drama,Unrated,May,2016,2016-05-13
25807.31928652081,25807.31928652081,28456597.222222224,103.0,2.0,76.31803628601921,Drama,Unrated,Jun,2016,2016-06-17
27303.52898040474,27303.52898040474,28456597.222222224,101.0,4.0,108.0,Drama,Unrated,Apr,2016,2016-04-08
332638.11051527946,332638.11051527946,28456597.222222224,82.0,20.0,210.0,Drama,Unrated,Oct,2015,2015-10-02
31649.175565712667,31649.175565712667,28456597.222222224,102.0,5.0,99.0,Drama,Unrated,Sep,2016,2016-09-08
35534.21425208431,35534.21425208431,28456597.222222224,98.0,5.0,86.0,Drama,Unrated,Mar,2016,2016-03-02
51172.414137920976,51172.414137920976,28456597.222222224,79.0,4.0,84.0,Drama,Unrated,Aug,2016,2016-08-26
84679.34085255847,84679.34085255847,28456597.222222224,131.0,12.0,140.0,Drama,Unrated,Feb,2016,2016-02-12
114785.3267613028,114785.3267613028,28456597.222222224,93.0,6.0,133.0,Drama,Unrated,Apr,2016,2016-04-15
127458.68245509507,127458.68245509507,28456597.222222224,113.0,6.0,182.0,Drama,Unrated,Mar,2016,2016-03-18
301444.8905240264,301444.8905240264,28456597.222222224,93.0,18.0,251.0,Drama,Unrated,Apr,2016,2016-04-09
3406673.382693005,13352.522551425584,28456597.222222224,103.0,18.0,63.0,Drama,R,Mar,2016,2016-03-18
847813.6907673527,155162.56242526261,28456597.222222224,97.0,23.0,46.0,Drama,Unknown,Mar,2016,2016-03-04
99649863.5456466,1367680.6853133452,28456597.222222224,108.0,163.0,122.0,Animation,PG,Feb,2016,2016-02-12
24648.139762590257,24648.139762590257,28456597.222222224,100.0,8.0,84.0,Romantic Comedy,Unrated,Mar,2016,2016-03-11
393492749.5574713,33464.031965734335,28456597.222222224,111.0,45.0,7.0,Action Fantasy,Unrated,Jan,2016,2016-01-22
1686438.0516165507,424497.7398245695,28456597.222222224,103.0,26.0,171.0,Documentary,Unrated,Nov,2015,2015-11-27
6476958.995362636,4902026.202902416,5000000.0,91.0,114.23131782945737,28.0,Horror,PG-13,Dec,2016,2016-12-02
2475096.46035324,2475096.46035324,15000000.0,92.0,114.23131782945737,49.0,Horror,R,Sep,2016,2016-09-09
14886194.05629132,14886194.05629132,28456597.222222224,123.0,114.23131782945737,119.0,Drama,PG,Oct,2015,2015-10-16
59046097.648818575,20119712.524384707,30000000.0,87.0,114.23131782945737,84.0,Comedy,PG,Aug,2016,2016-08-05
2628753.433213651,2628753.433213651,28456597.222222224,121.0,114.23131782945737,119.0,Drama,R,Oct,2015,2015-10-16
8517217.01110047,8126376.900897403,28456597.222222224,124.0,660.0,119.0,Drama,R,Nov,2015,2015-11-06
68971.6923256405,68971.6923256405,28456597.222222224,124.0,10.0,49.0,Drama,R,Apr,2016,2016-04-01
2795714.7188598285,2795714.7188598285,28456597.222222224,118.0,149.0,98.0,Drama,R,Dec,2015,2015-12-04
8700767.6971694,8700767.6971694,28456597.222222224,128.0,435.0,196.0,Documentary,R,Jul,2015,2015-07-03
2743732.322322871,2743732.322322871,28456597.222222224,118.0,305.0,76.31803628601921,Comedy / Drama,R,Dec,2015,2015-12-04
36046592.222498804,20870062.457967147,28456597.222222224,111.0,114.23131782945737,56.0,Thriller,PG-13,Nov,2015,2015-11-20
16549501.472046308,4863183.612989785,28456597.222222224,106.0,517.0,84.0,Drama,PG-13,Oct,2015,2015-10-23
87774013.98751988,48492317.00747204,30000000.0,121.0,114.23131782945737,119.0,Action Drama,R,Sep,2015,2015-09-18
43877378.70886898,27201953.542235367,17000000.0,107.0,114.23131782945737,63.0,Comedy,PG-13,Nov,2015,2015-11-13
555689.2163978551,555689.2163978551,28456597.222222224,108.0,70.0,42.0,Drama,R,Oct,2016,2016-10-21
1778997.4112421721,1778997.4112421721,28456597.222222224,92.0,357.0,28.0,Comedy,PG-13,Feb,2016,2016-02-19
3194405.6538350964,3194405.6538350964,28456597.222222224,101.0,368.0,35.0,Action,R,Apr,2016,2016-04-22
40385999.469682135,8176133.364110214,28456597.222222224,90.0,114.23131782945737,35.0,Animation,PG,Sep,2016,2016-09-09
10636608.84290875,9875516.078781037,28456597.222222224,96.0,925.0,49.0,Romantic Comedy,R,Mar,2016,2016-03-11
44695559.315519966,11339742.630839935,28456597.222222224,96.0,631.0,84.0,Comedy / Drama,PG-13,Jul,2016,2016-07-15
11774213.329444557,11774213.329444557,28456597.222222224,100.0,465.0,63.0,Comedy,PG-13,Sep,2016,2016-09-02
675767288.1536767,291355315.68722916,160000000.0,137.0,114.23131782945737,98.0,Action / Adventure,PG-13,Nov,2015,2015-11-20
39630655.62321099,15022043.371734992,28456597.222222224,113.0,114.23131782945737,42.0,Action,R,Apr,2016,2016-04-15
17425990.720603984,17425990.720603984,28456597.222222224,90.0,114.23131782945737,63.0,Animation,PG,Jan,2016,2016-01-15
19129925.385176267,19129925.385176267,28456597.222222224,111.0,114.23131782945737,56.0,Romance,PG-13,Feb,2016,2016-02-05
23812855.42371681,20433372.20531068,28456597.222222224,89.0,114.23131782945737,56.0,Comedy,PG,Oct,2016,2016-10-07
46135338.9246147,21219686.060489904,5000000.0,90.0,114.23131782945737,42.0,Horror,R,Sep,2016,2016-09-16
128408121.97644235,21670430.209785547,28456597.222222224,99.0,114.23131782945737,63.0,Action,R,Aug,2016,2016-08-26
38686852.67613028,27583206.828467503,12000000.0,102.0,114.23131782945737,98.0,Action Drama,R,Aug,2016,2016-08-12
153890900.61406544,31817143.231989067,140000000.0,127.0,114.23131782945737,77.0,Action / Adventure,PG-13,Feb,2016,2016-02-26
96077117.01475374,36351372.49563555,25000000.0,102.0,114.23131782945737,56.0,Comedy,R,Jan,2016,2016-01-22
87057442.07260622,39405594.02484094,19000000.0,96.0,114.23131782945737,72.0,Thriller,PG-13,Jul,2016,2016-07-27
124384939.72992454,62742278.92619799,110000000.0,107.0,114.23131782945737,77.0,Action Drama,PG-13,Sep,2016,2016-09-30
342035922.80825144,66461879.71517497,28456597.222222224,129.0,114.23131782945737,77.0,Thriller,PG-13,Jun,2016,2016-06-10
183065461.77469826,67594005.92949373,28456597.222222224,121.0,114.23131782945737,77.0,Action / Adventure,PG-13,Mar,2016,2016-03-18
76421431.71357502,74765897.64531869,20000000.0,103.0,114.23131782945737,63.0,Horror Comedy,PG-13,Oct,2016,2016-10-21
584402.1442707921,584402.1442707921,28456597.222222224,95.0,66.0,49.0,Drama,PG-13,Aug,2016,2016-08-19
6628669.551804739,6628669.551804739,28456597.222222224,111.0,114.23131782945737,76.31803628601921,Historical Drama,PG-13,Mar,2016,2016-03-11
66386065.6314104,11493977.61409519,28456597.222222224,120.0,794.0,112.0,Drama,R,Nov,2015,2015-11-27
9009254.58207469,9009254.58207469,28456597.222222224,94.0,114.23131782945737,35.0,Animation,PG,Apr,2016,2016-04-29
25604346.4412288,19615367.301120386,28456597.222222224,134.0,114.23131782945737,76.31803628601921,Drama,PG-13,Feb,2016,2016-02-19
38409489.101901196,27160813.04428621,10000000.0,95.0,114.23131782945737,70.0,Horror,PG-13,Jan,2016,2016-01-08
71419292.23064327,49046150.031290755,60000000.0,101.0,114.23131782945737,105.0,Animation,PG,Aug,2016,2016-08-19
210295382.34468162,64013884.565700166,60000000.0,99.0,114.23131782945737,76.31803628601921,Action,R,Mar,2016,2016-03-04
3068167.429116651,2044686.4646447813,28456597.222222224,90.0,168.0,35.0,Drama / Thriller,R,Oct,2016,2016-10-14
17168686.569308396,9449139.21077302,28456597.222222224,95.0,114.23131782945737,35.0,Action Thriller,R,Apr,2016,2016-04-08
25569304.495285556,21253363.544896606,50000000.0,139.0,114.23131782945737,35.0,Action Drama,R,Jun,2016,2016-06-24
65555806.78496877,36582639.534346916,10000000.0,98.0,114.23131782945737,70.0,Horror,PG-13,Jan,2016,2016-01-22
187854564.48720247,115670078.95869704,20000000.0,101.0,114.23131782945737,91.0,Comedy,R,Jul,2016,2016-07-29
6406027.421533539,3900015.0815601214,28456597.222222224,92.0,114.23131782945737,21.0,Action,PG-13,Oct,2016,2016-10-14
5192211.221839363,5192211.221839363,6000000.0,116.0,114.23131782945737,28.0,Sports Drama,R,Nov,2016,2016-11-18
22701038.85170016,11935913.25586337,28456597.222222224,92.0,114.23131782945737,56.0,Comedy,R,Jan,2016,2016-01-29
23611968.080264326,12908558.836367274,28456597.222222224,115.0,114.23131782945737,49.0,Thriller,R,Feb,2016,2016-02-26
91366811.08004911,46596116.78959737,28456597.222222224,128.0,114.23131782945737,182.0,Drama,R,Nov,2015,2015-11-06
38073623.217989475,22047409.6892174,40000000.0,134.0,114.23131782945737,63.0,Thriller,R,Sep,2016,2016-09-16
49449638.46554476,33185072.094063923,25000000.0,118.0,114.23131782945737,49.0,Comedy,PG-13,Apr,2016,2016-04-29
5802660.691729825,1390040.0838308884,28456597.222222224,104.0,152.0,70.0,Drama,PG-13,Jun,2016,2016-06-10
10939209.84904607,3220330.423029328,28456597.222222224,108.0,399.0,77.0,Drama,R,Jul,2016,2016-07-01
4008133.338777619,3473611.659659927,28456597.222222224,110.0,317.0,98.0,Drama,R,Jul,2016,2016-07-29
4302235.056810843,4302235.056810843,28456597.222222224,108.0,523.0,77.0,Drama,R,Apr,2016,2016-04-22
6650732.772294141,6438525.300345407,28456597.222222224,81.0,897.0,70.0,Drama,PG-13,Aug,2016,2016-08-26
14315170.591524415,14315170.591524415,28456597.222222224,92.0,826.0,133.0,Comedy,PG,May,2016,2016-05-13
14752728.69074652,14752728.69074652,28456597.222222224,95.0,979.0,140.0,Comedy,R,Mar,2016,2016-03-11
8428.81815947035,8428.81815947035,28456597.222222224,93.0,26.0,24.0,Thriller,R,Jan,2016,2016-01-22
76291.37483490065,12811.231672409554,28456597.222222224,91.0,18.0,14.0,Horror,R,Nov,2016,2016-11-11
13472.015066227235,13472.015066227235,28456597.222222224,105.0,31.0,14.0,Drama / Thriller,R,Apr,2016,2016-04-15
20879.529680384323,20879.529680384323,28456597.222222224,110.0,101.0,21.0,Drama,PG-13,Aug,2016,2016-08-26
2129037.967059294,33966.51331002846,28456597.222222224,101.0,92.0,21.0,Drama,PG-13,Jul,2016,2016-07-15
248040.92813959593,248040.92813959593,28456597.222222224,122.0,106.0,16.0,Documentary,R,Oct,2016,2016-10-26
1209799.4128504586,651137.1818321965,28456597.222222224,95.0,60.0,87.0,Drama / Thriller,R,Mar,2016,2016-03-11
1856806.4431454083,677375.4912148396,28456597.222222224,162.0,135.0,70.0,Drama,R,Sep,2016,2016-09-30
3288976.319524014,3288976.319524014,28456597.222222224,94.0,777.0,91.0,Thriller,R,Apr,2016,2016-04-15
4300151.5975784045,4300151.5975784045,28456597.222222224,95.0,636.0,98.0,Comedy,R,Jun,2016,2016-06-24
9270622.500177078,8885722.811751325,28456597.222222224,118.0,560.0,140.0,Comedy / Drama,R,May,2016,2016-05-13
36612052.810389124,15179445.138871895,28456597.222222224,118.0,862.0,192.0,Drama,R,Oct,2015,2015-10-16
41285118.3440483,25674248.54108422,4000000.0,92.0,114.23131782945737,98.0,Horror,R,Feb,2016,2016-02-19
56178.84411704659,56178.84411704659,28456597.222222224,99.0,100.0,14.0,Horror Thriller,R,Jun,2016,2016-06-17
18047558.100888725,56211.52583049661,28456597.222222224,106.0,100.0,21.0,Thriller,R,Feb,2016,2016-02-05
37858233.14007012,14118670.827493386,20000000.0,100.0,114.23131782945737,105.0,Comedy,R,Oct,2015,2015-10-30
16880076.378656384,1148679.2079893004,28456597.222222224,110.0,108.0,84.0,Drama,R,Dec,2015,2015-12-04
1546042.1577703983,1546042.1577703983,28456597.222222224,98.0,114.23131782945737,28.0,Western,R,Jan,2016,2016-01-29
13914772.621798532,3306080.0899973754,28456597.222222224,105.0,525.0,105.0,Musical,PG-13,Apr,2016,2016-04-15
4813191.177923977,4813191.177923977,28456597.222222224,105.0,114.23131782945737,49.0,Drama,R,Aug,2016,2016-08-26
41648935.440073915,13146064.096330643,28456597.222222224,118.0,790.0,133.0,Drama,R,Nov,2015,2015-11-20
161085153.7191003,55967550.89263639,44000000.0,167.0,114.23131782945737,126.0,Western,R,Dec,2015,2015-12-25
2020743.0243284572,2020743.0243284572,28456597.222222224,101.0,862.0,14.0,Drama,R,Apr,2016,2016-04-08
7706509.397475908,2067219.4847650276,28456597.222222224,124.0,378.0,65.0,Crime Drama,R,May,2016,2016-05-04
38723715.60629482,4873818.8202844085,28456597.222222224,90.0,355.0,70.0,Comedy,R,Jul,2016,2016-07-22
64198364.176071756,39632898.754772864,28456597.222222224,111.0,962.0,205.0,Drama,PG-13,Nov,2015,2015-11-04
578063.934468578,578063.934468578,28456597.222222224,118.0,68.0,70.0,Drama,R,Mar,2016,2016-03-04
1361524.2675421967,1361524.2675421967,28456597.222222224,117.0,783.0,42.0,Horror Thriller,R,Jun,2016,2016-06-24
2065193.2185311262,2065193.2185311262,28456597.222222224,118.0,174.0,91.0,Drama,R,Sep,2016,2016-09-23
15765666.73872012,15765666.73872012,28456597.222222224,127.0,114.23131782945737,86.0,Drama / Thriller,R,Jul,2016,2016-07-13
1077768.354422996,1077768.354422996,28456597.222222224,86.0,381.0,76.31803628601921,Drama,R,Apr,2016,2016-04-22
3028006.7098042974,3028006.7098042974,28456597.222222224,120.0,452.0,42.0,War Drama,R,Aug,2016,2016-08-12
4160268.757494573,4160268.757494573,28456597.222222224,110.0,648.0,76.31803628601921,Drama,PG-13,Sep,2016,2016-09-30
6004995.222306016,6004995.222306016,28456597.222222224,114.0,550.0,76.31803628601921,Drama,R,Jul,2016,2016-07-08
19103069.18714871,19103069.18714871,28456597.222222224,102.0,114.23131782945737,133.0,Drama / Thriller,R,Mar,2016,2016-03-11
821612.2651117851,821612.2651117851,28456597.222222224,124.0,72.0,156.0,Foreign,R,Sep,2015,2015-09-30
7329753.706442998,7219170.113873688,28456597.222222224,78.0,114.23131782945737,196.0,Comedy,R,Aug,2015,2015-08-21
543329.400892474,477515.5791289421,28456597.222222224,128.0,33.0,133.0,Drama,PG,Jul,2016,2016-07-08
1052811.7809897212,960755.564629365,28456597.222222224,85.0,74.0,210.0,Documentary,PG,May,2016,2016-05-06
1681870.4227793356,1681870.4227793356,28456597.222222224,123.0,741.0,77.0,Drama,R,Mar,2016,2016-03-25
1837795.5174523345,1837795.5174523345,28456597.222222224,107.0,180.0,154.0,Drama,R,Dec,2015,2015-12-18
3534186.1942360015,2666517.3412442137,28456597.222222224,100.0,527.0,119.0,Drama,R,Apr,2016,2016-04-01
3423138.8384505454,3423138.8384505454,28456597.222222224,92.0,335.0,133.0,Comedy,R,May,2016,2016-05-20
4358124.872024566,4358124.872024566,28456597.222222224,100.0,464.0,126.0,Comedy,PG-13,Apr,2016,2016-04-22
42802625.286118716,10363773.130197411,28456597.222222224,104.0,602.0,189.0,Drama,PG-13,Dec,2015,2015-12-04
2127354.858816618,2127354.858816618,28456597.222222224,112.0,516.0,42.0,Drama,PG-13,Oct,2016,2016-10-21
2706210.3035328137,2445394.9106484395,28456597.222222224,103.0,816.0,38.0,Documentary,PG,Sep,2016,2016-09-16
25009525.979492266,21217147.099876255,28456597.222222224,121.0,114.23131782945737,76.31803628601921,Drama,PG,Apr,2016,2016-04-01
17738022.443678726,17738022.443678726,28456597.222222224,94.0,114.23131782945737,42.0,Comedy,PG-13,Sep,2016,2016-09-30
10982663.250988513,10982663.250988513,28456597.222222224,92.0,114.23131782945737,49.0,Horror,PG-13,May,2016,2016-05-13
1747935.4852150145,14343.186990379449,28456597.222222224,106.0,3.0,76.31803628601921,Drama,R,Jan,2016,2016-01-15
32848.18592791044,32848.18592791044,28456597.222222224,90.0,7.0,76.31803628601921,Drama / Thriller,R,Jan,2016,2016-01-08
52984.2066273067,52984.2066273067,28456597.222222224,98.0,8.0,76.31803628601921,Drama / Thriller,Unrated,Aug,2016,2016-08-12
3815407.2319557345,58261.28204594033,28456597.222222224,107.0,19.0,76.31803628601921,Sports Drama,PG,May,2016,2016-05-13
73449.08706829384,73449.08706829384,28456597.222222224,85.0,10.0,76.31803628601921,Documentary,Unrated,Sep,2016,2016-09-09
502941.0,359735.0,28456597.222222224,95.0,20.0,101.0,Documentary,Unrated,Jun,2017,2017-06-02
113231.0,113231.0,28456597.222222224,130.0,10.0,59.0,Drama,Unrated,Sep,2017,2017-09-22
101382.0,101382.0,28456597.222222224,93.0,8.0,105.0,Documentary,Unrated,Jun,2017,2017-06-16
6643.0,6643.0,28456597.222222224,104.0,1.0,70.0,Foreign,Unrated,Mar,2017,2017-03-10
12433.0,12433.0,28456597.222222224,123.0,5.0,91.0,Music Drama,Unrated,Oct,2017,2017-10-27
50511.0,50511.0,28456597.222222224,117.0,6.0,84.0,Drama,Unrated,Jun,2017,2017-06-23
81089.0,81089.0,28456597.222222224,106.0,9.0,91.0,Thriller,Unrated,Aug,2017,2017-08-11
107362.0,107362.0,28456597.222222224,118.0,13.0,105.0,Comedy / Drama,Unrated,May,2017,2017-05-05
729512.0,729512.0,28456597.222222224,89.0,36.0,147.0,Documentary,Unrated,Nov,2017,2017-11-24
20991.0,20991.0,28456597.222222224,98.0,4.0,98.0,Comedy,Not Yet Rated,May,2017,2017-05-12
95952.0,95952.0,28456597.222222224,99.0,7.0,182.0,Foreign,Unrated,Jul,2017,2017-07-21
81345.0,81345.0,28456597.222222224,95.0,70.0,14.0,Documentary,G,Oct,2017,2017-10-06
107273.63918552376,107273.63918552376,28456597.222222224,106.0,6.0,222.0,Documentary,Unrated,Jul,2016,2016-07-06
62511.0,62511.0,28456597.222222224,118.0,20.0,76.31803628601921,Documentary,Unrated,Mar,2017,2017-03-10
60298.0,60298.0,28456597.222222224,115.0,2.0,35.0,Drama,Unrated,Jan,2017,2017-01-13
54174.0,54174.0,23000000.0,120.0,20.0,14.0,Action / Adventure,Not Yet Rated,Apr,2017,2017-04-07
25297.688817409493,25297.688817409493,28456597.222222224,82.0,9.0,76.31803628601921,Drama,Not Yet Rated,Nov,2016,2016-11-25
153289.49172315808,153289.49172315808,28456597.222222224,95.0,22.0,91.0,Documentary,PG,Nov,2016,2016-11-25
130634.93648101931,130634.93648101931,28456597.222222224,112.0,17.0,77.0,Fantasy Comedy,Unrated,Dec,2016,2016-12-09
3553436.7447616113,3553436.7447616113,28456597.222222224,116.0,194.0,147.0,Comedy / Drama,PG-13,Sep,2016,2016-09-30
603582.0,603582.0,28456597.222222224,117.0,44.0,98.0,Drama,Unrated,Jul,2017,2017-07-21
880883.0,880883.0,28456597.222222224,113.0,106.0,100.0,Foreign,PG-13,Mar,2017,2017-03-15
1865396.0,1865396.0,28456597.222222224,126.0,135.0,91.0,Drama,PG-13,Apr,2017,2017-04-14
72335056.31019096,446103.3459857421,28456597.222222224,124.0,39.0,56.0,Comedy / Drama,Unrated,Nov,2016,2016-11-18
89412590.51677659,2175139.609094735,28456597.222222224,118.0,36.0,196.0,Action Thriller,Unrated,Jul,2016,2016-07-22
12545488.489919044,2992842.2074356168,28456597.222222224,99.0,155.0,116.0,Documentary,Unrated,Sep,2016,2016-09-15
21907.0,21907.0,28456597.222222224,102.0,3.0,31.0,Documentary,Unrated,Oct,2017,2017-10-06
173994.0,173994.0,28456597.222222224,101.0,8.0,89.0,Documentary,Not Yet Rated,Feb,2017,2017-02-01
1723379.0,1723379.0,28456597.222222224,90.0,96.0,150.0,Documentary,PG,Oct,2017,2017-10-20
53103.69914210836,53103.69914210836,28456597.222222224,110.0,2.0,21.0,Comedy / Drama,Unrated,Dec,2016,2016-12-23
63239.0,63239.0,28456597.222222224,119.0,2.0,28.0,Comedy / Drama,Unrated,Sep,2017,2017-09-22
90959.0,90959.0,28456597.222222224,114.0,7.0,49.0,Comedy / Drama,Unrated,Apr,2017,2017-04-28
